"","subject","catalog_number","name_of_class","term","start_date","timestamp","census_date","total_of_enrollments"
"11210","MATH","5593","Linear Programming","Fall 2020",2020-08-17,2020-05-07,2020-09-08,7
"11211","MATH","5660","Numerical Analysis I","Fall 2020",2020-08-17,2020-05-07,2020-09-08,2
"11212","MATH","5718","Applied Linear Algebra","Fall 2020",2020-08-17,2020-05-07,2020-09-08,3
"11213","MATH","5779","Math Clinic","Fall 2020",2020-08-17,2020-05-07,2020-09-08,2
"11214","MATH","5792","Probabilistic Modeling","Fall 2020",2020-08-17,2020-05-07,2020-09-08,4
"11215","MATH","5830","Applied Statistics","Fall 2020",2020-08-17,2020-05-07,2020-09-08,2
"11216","MATH","6131","Real Analysis","Fall 2020",2020-08-17,2020-05-07,2020-09-08,5
"11217","MATH","6404","Applied Graph Theory","Fall 2020",2020-08-17,2020-05-07,2020-09-08,0
"11218","MATH","7393","Bayesian Statistics","Fall 2020",2020-08-17,2020-05-07,2020-09-08,10
"11219","MATH","7410","Combinatorial Structures","Fall 2020",2020-08-17,2020-05-07,2020-09-08,5
"11220","MATH","7825","Topics in Optimization","Fall 2020",2020-08-17,2020-05-07,2020-09-08,2
"11221","MATH","7826","Tpcs Probability & Stats","Fall 2020",2020-08-17,2020-05-07,2020-09-08,0
"11222","MATH","1010","Math for Liberal Arts","Fall 2020",2020-08-17,2020-05-08,2020-09-08,58
"11223","MATH","1060","Finite Mathematics","Fall 2020",2020-08-17,2020-05-08,2020-09-08,46
"11224","MATH","1108","Stretch College Algebra-I","Fall 2020",2020-08-17,2020-05-08,2020-09-08,10
"11225","MATH","1109","Stretch College Algebra-II","Fall 2020",2020-08-17,2020-05-08,2020-09-08,7
"11226","MATH","1110","College Algebra","Fall 2020",2020-08-17,2020-05-08,2020-09-08,24
"11227","MATH","1120","College Trigonometry","Fall 2020",2020-08-17,2020-05-08,2020-09-08,26
"11228","MATH","1130","Precalculus Mathematics","Fall 2020",2020-08-17,2020-05-08,2020-09-08,19
"11229","MATH","1401","Calculus I","Fall 2020",2020-08-17,2020-05-08,2020-09-08,84
"11230","MATH","2411","Calculus II","Fall 2020",2020-08-17,2020-05-08,2020-09-08,79
"11231","MATH","2421","Calculus III","Fall 2020",2020-08-17,2020-05-08,2020-09-08,59
"11232","MATH","2830","Introductory Statistics","Fall 2020",2020-08-17,2020-05-08,2020-09-08,94
"11233","MATH","3000","Intro to Abstract Math","Fall 2020",2020-08-17,2020-05-08,2020-09-08,33
"11234","MATH","3041","Math Elementary Teachers II","Fall 2020",2020-08-17,2020-05-08,2020-09-08,0
"11235","MATH","3191","Applied Linear Algebra","Fall 2020",2020-08-17,2020-05-08,2020-09-08,37
"11236","MATH","3195","Linear Algebra Diff Equations","Fall 2020",2020-08-17,2020-05-08,2020-09-08,63
"11237","MATH","3200","Elementary Diff Equations","Fall 2020",2020-08-17,2020-05-08,2020-09-08,29
"11238","MATH","3301","Intro to Optmizatn Ops Rsrch","Fall 2020",2020-08-17,2020-05-08,2020-09-08,8
"11239","MATH","3382","Statistical Theory","Fall 2020",2020-08-17,2020-05-08,2020-09-08,32
"11240","MATH","3511","Mathematics of Chemistry","Fall 2020",2020-08-17,2020-05-08,2020-09-08,10
"11241","MATH","3800","Probablty-Statistcs Engineers","Fall 2020",2020-08-17,2020-05-08,2020-09-08,9
"11242","MATH","4140","Intro to Modern Algebra","Fall 2020",2020-08-17,2020-05-08,2020-09-08,11
"11243","MATH","4310","Intro to Real Analysis I","Fall 2020",2020-08-17,2020-05-08,2020-09-08,48
"11244","MATH","4387","Applied Regression Analysis","Fall 2020",2020-08-17,2020-05-08,2020-09-08,8
"11245","MATH","4409","Applied Combinatorics","Fall 2020",2020-08-17,2020-05-08,2020-09-08,20
"11246","MATH","4650","Numerical Analysis I","Fall 2020",2020-08-17,2020-05-08,2020-09-08,5
"11247","MATH","4779","Math Clinic","Fall 2020",2020-08-17,2020-05-08,2020-09-08,15
"11248","MATH","4792","Probabilistic Modeling","Fall 2020",2020-08-17,2020-05-08,2020-09-08,6
"11249","MATH","4810","Probability","Fall 2020",2020-08-17,2020-05-08,2020-09-08,30
"11250","MATH","4830","Applied Statistics","Fall 2020",2020-08-17,2020-05-08,2020-09-08,7
"11251","MATH","5027","Topics in Applied Mathematics","Fall 2020",2020-08-17,2020-05-08,2020-09-08,6
"11252","MATH","5310","Probability","Fall 2020",2020-08-17,2020-05-08,2020-09-08,3
"11253","MATH","5387","Applied Regression Analysis","Fall 2020",2020-08-17,2020-05-08,2020-09-08,0
"11254","MATH","5593","Linear Programming","Fall 2020",2020-08-17,2020-05-08,2020-09-08,7
"11255","MATH","5660","Numerical Analysis I","Fall 2020",2020-08-17,2020-05-08,2020-09-08,2
"11256","MATH","5718","Applied Linear Algebra","Fall 2020",2020-08-17,2020-05-08,2020-09-08,3
"11257","MATH","5779","Math Clinic","Fall 2020",2020-08-17,2020-05-08,2020-09-08,2
"11258","MATH","5792","Probabilistic Modeling","Fall 2020",2020-08-17,2020-05-08,2020-09-08,4
"11259","MATH","5830","Applied Statistics","Fall 2020",2020-08-17,2020-05-08,2020-09-08,2
"11260","MATH","6131","Real Analysis","Fall 2020",2020-08-17,2020-05-08,2020-09-08,5
"11261","MATH","6404","Applied Graph Theory","Fall 2020",2020-08-17,2020-05-08,2020-09-08,0
"11262","MATH","7393","Bayesian Statistics","Fall 2020",2020-08-17,2020-05-08,2020-09-08,10
"11263","MATH","7410","Combinatorial Structures","Fall 2020",2020-08-17,2020-05-08,2020-09-08,5
"11264","MATH","7825","Topics in Optimization","Fall 2020",2020-08-17,2020-05-08,2020-09-08,2
"11265","MATH","7826","Tpcs Probability & Stats","Fall 2020",2020-08-17,2020-05-08,2020-09-08,0
"11266","MATH","1010","Math for Liberal Arts","Fall 2020",2020-08-17,2020-05-09,2020-09-08,76
"11267","MATH","1060","Finite Mathematics","Fall 2020",2020-08-17,2020-05-09,2020-09-08,52
"11268","MATH","1108","Stretch College Algebra-I","Fall 2020",2020-08-17,2020-05-09,2020-09-08,13
"11269","MATH","1109","Stretch College Algebra-II","Fall 2020",2020-08-17,2020-05-09,2020-09-08,7
"11270","MATH","1110","College Algebra","Fall 2020",2020-08-17,2020-05-09,2020-09-08,28
"11271","MATH","1120","College Trigonometry","Fall 2020",2020-08-17,2020-05-09,2020-09-08,28
"11272","MATH","1130","Precalculus Mathematics","Fall 2020",2020-08-17,2020-05-09,2020-09-08,24
"11273","MATH","1401","Calculus I","Fall 2020",2020-08-17,2020-05-09,2020-09-08,90
"11274","MATH","2411","Calculus II","Fall 2020",2020-08-17,2020-05-09,2020-09-08,79
"11275","MATH","2421","Calculus III","Fall 2020",2020-08-17,2020-05-09,2020-09-08,59
"11276","MATH","2830","Introductory Statistics","Fall 2020",2020-08-17,2020-05-09,2020-09-08,97
"11277","MATH","3000","Intro to Abstract Math","Fall 2020",2020-08-17,2020-05-09,2020-09-08,33
"11278","MATH","3041","Math Elementary Teachers II","Fall 2020",2020-08-17,2020-05-09,2020-09-08,0
"11279","MATH","3191","Applied Linear Algebra","Fall 2020",2020-08-17,2020-05-09,2020-09-08,37
"11280","MATH","3195","Linear Algebra Diff Equations","Fall 2020",2020-08-17,2020-05-09,2020-09-08,63
"11281","MATH","3200","Elementary Diff Equations","Fall 2020",2020-08-17,2020-05-09,2020-09-08,29
"11282","MATH","3301","Intro to Optmizatn Ops Rsrch","Fall 2020",2020-08-17,2020-05-09,2020-09-08,8
"11283","MATH","3382","Statistical Theory","Fall 2020",2020-08-17,2020-05-09,2020-09-08,32
"11284","MATH","3511","Mathematics of Chemistry","Fall 2020",2020-08-17,2020-05-09,2020-09-08,10
"11285","MATH","3800","Probablty-Statistcs Engineers","Fall 2020",2020-08-17,2020-05-09,2020-09-08,9
"11286","MATH","4140","Intro to Modern Algebra","Fall 2020",2020-08-17,2020-05-09,2020-09-08,11
"11287","MATH","4310","Intro to Real Analysis I","Fall 2020",2020-08-17,2020-05-09,2020-09-08,48
"11288","MATH","4387","Applied Regression Analysis","Fall 2020",2020-08-17,2020-05-09,2020-09-08,8
"11289","MATH","4409","Applied Combinatorics","Fall 2020",2020-08-17,2020-05-09,2020-09-08,20
"11290","MATH","4650","Numerical Analysis I","Fall 2020",2020-08-17,2020-05-09,2020-09-08,5
"11291","MATH","4779","Math Clinic","Fall 2020",2020-08-17,2020-05-09,2020-09-08,15
"11292","MATH","4792","Probabilistic Modeling","Fall 2020",2020-08-17,2020-05-09,2020-09-08,6
"11293","MATH","4810","Probability","Fall 2020",2020-08-17,2020-05-09,2020-09-08,30
"11294","MATH","4830","Applied Statistics","Fall 2020",2020-08-17,2020-05-09,2020-09-08,7
"11295","MATH","5027","Topics in Applied Mathematics","Fall 2020",2020-08-17,2020-05-09,2020-09-08,7
"11296","MATH","5310","Probability","Fall 2020",2020-08-17,2020-05-09,2020-09-08,4
"11297","MATH","5387","Applied Regression Analysis","Fall 2020",2020-08-17,2020-05-09,2020-09-08,1
"11298","MATH","5593","Linear Programming","Fall 2020",2020-08-17,2020-05-09,2020-09-08,7
"11299","MATH","5660","Numerical Analysis I","Fall 2020",2020-08-17,2020-05-09,2020-09-08,2
"11300","MATH","5718","Applied Linear Algebra","Fall 2020",2020-08-17,2020-05-09,2020-09-08,4
"11301","MATH","5779","Math Clinic","Fall 2020",2020-08-17,2020-05-09,2020-09-08,2
"11302","MATH","5792","Probabilistic Modeling","Fall 2020",2020-08-17,2020-05-09,2020-09-08,4
"11303","MATH","5830","Applied Statistics","Fall 2020",2020-08-17,2020-05-09,2020-09-08,2
"11304","MATH","6131","Real Analysis","Fall 2020",2020-08-17,2020-05-09,2020-09-08,5
"11305","MATH","6404","Applied Graph Theory","Fall 2020",2020-08-17,2020-05-09,2020-09-08,0
"11306","MATH","7393","Bayesian Statistics","Fall 2020",2020-08-17,2020-05-09,2020-09-08,10
"11307","MATH","7410","Combinatorial Structures","Fall 2020",2020-08-17,2020-05-09,2020-09-08,5
"11308","MATH","7825","Topics in Optimization","Fall 2020",2020-08-17,2020-05-09,2020-09-08,2
"11309","MATH","7826","Tpcs Probability & Stats","Fall 2020",2020-08-17,2020-05-09,2020-09-08,0
"11310","MATH","1010","Math for Liberal Arts","Fall 2020",2020-08-17,2020-05-10,2020-09-08,76
"11311","MATH","1060","Finite Mathematics","Fall 2020",2020-08-17,2020-05-10,2020-09-08,52
"11312","MATH","1108","Stretch College Algebra-I","Fall 2020",2020-08-17,2020-05-10,2020-09-08,13
"11313","MATH","1109","Stretch College Algebra-II","Fall 2020",2020-08-17,2020-05-10,2020-09-08,7
"11314","MATH","1110","College Algebra","Fall 2020",2020-08-17,2020-05-10,2020-09-08,28
"11315","MATH","1120","College Trigonometry","Fall 2020",2020-08-17,2020-05-10,2020-09-08,28
"11316","MATH","1130","Precalculus Mathematics","Fall 2020",2020-08-17,2020-05-10,2020-09-08,24
"11317","MATH","1401","Calculus I","Fall 2020",2020-08-17,2020-05-10,2020-09-08,92
"11318","MATH","2411","Calculus II","Fall 2020",2020-08-17,2020-05-10,2020-09-08,79
"11319","MATH","2421","Calculus III","Fall 2020",2020-08-17,2020-05-10,2020-09-08,60
"11320","MATH","2830","Introductory Statistics","Fall 2020",2020-08-17,2020-05-10,2020-09-08,100
"11321","MATH","3000","Intro to Abstract Math","Fall 2020",2020-08-17,2020-05-10,2020-09-08,33
"11322","MATH","3041","Math Elementary Teachers II","Fall 2020",2020-08-17,2020-05-10,2020-09-08,0
"11323","MATH","3191","Applied Linear Algebra","Fall 2020",2020-08-17,2020-05-10,2020-09-08,37
"11324","MATH","3195","Linear Algebra Diff Equations","Fall 2020",2020-08-17,2020-05-10,2020-09-08,63
"11325","MATH","3200","Elementary Diff Equations","Fall 2020",2020-08-17,2020-05-10,2020-09-08,29
"11326","MATH","3301","Intro to Optmizatn Ops Rsrch","Fall 2020",2020-08-17,2020-05-10,2020-09-08,8
"11327","MATH","3382","Statistical Theory","Fall 2020",2020-08-17,2020-05-10,2020-09-08,32
"11328","MATH","3511","Mathematics of Chemistry","Fall 2020",2020-08-17,2020-05-10,2020-09-08,11
"11329","MATH","3800","Probablty-Statistcs Engineers","Fall 2020",2020-08-17,2020-05-10,2020-09-08,9
"11330","MATH","4140","Intro to Modern Algebra","Fall 2020",2020-08-17,2020-05-10,2020-09-08,11
"11331","MATH","4310","Intro to Real Analysis I","Fall 2020",2020-08-17,2020-05-10,2020-09-08,49
"11332","MATH","4387","Applied Regression Analysis","Fall 2020",2020-08-17,2020-05-10,2020-09-08,8
"11333","MATH","4409","Applied Combinatorics","Fall 2020",2020-08-17,2020-05-10,2020-09-08,20
"11334","MATH","4650","Numerical Analysis I","Fall 2020",2020-08-17,2020-05-10,2020-09-08,5
"11335","MATH","4779","Math Clinic","Fall 2020",2020-08-17,2020-05-10,2020-09-08,15
"11336","MATH","4792","Probabilistic Modeling","Fall 2020",2020-08-17,2020-05-10,2020-09-08,6
"11337","MATH","4810","Probability","Fall 2020",2020-08-17,2020-05-10,2020-09-08,30
"11338","MATH","4830","Applied Statistics","Fall 2020",2020-08-17,2020-05-10,2020-09-08,7
"11339","MATH","5027","Topics in Applied Mathematics","Fall 2020",2020-08-17,2020-05-10,2020-09-08,7
"11340","MATH","5310","Probability","Fall 2020",2020-08-17,2020-05-10,2020-09-08,4
"11341","MATH","5387","Applied Regression Analysis","Fall 2020",2020-08-17,2020-05-10,2020-09-08,1
"11342","MATH","5593","Linear Programming","Fall 2020",2020-08-17,2020-05-10,2020-09-08,7
"11343","MATH","5660","Numerical Analysis I","Fall 2020",2020-08-17,2020-05-10,2020-09-08,2
"11344","MATH","5718","Applied Linear Algebra","Fall 2020",2020-08-17,2020-05-10,2020-09-08,4
"11345","MATH","5779","Math Clinic","Fall 2020",2020-08-17,2020-05-10,2020-09-08,2
"11346","MATH","5792","Probabilistic Modeling","Fall 2020",2020-08-17,2020-05-10,2020-09-08,4
"11347","MATH","5830","Applied Statistics","Fall 2020",2020-08-17,2020-05-10,2020-09-08,2
"11348","MATH","6131","Real Analysis","Fall 2020",2020-08-17,2020-05-10,2020-09-08,5
"11349","MATH","6404","Applied Graph Theory","Fall 2020",2020-08-17,2020-05-10,2020-09-08,0
"11350","MATH","7393","Bayesian Statistics","Fall 2020",2020-08-17,2020-05-10,2020-09-08,10
"11351","MATH","7410","Combinatorial Structures","Fall 2020",2020-08-17,2020-05-10,2020-09-08,5
"11352","MATH","7825","Topics in Optimization","Fall 2020",2020-08-17,2020-05-10,2020-09-08,2
"11353","MATH","7826","Tpcs Probability & Stats","Fall 2020",2020-08-17,2020-05-10,2020-09-08,0
"11354","MATH","1010","Math for Liberal Arts","Fall 2020",2020-08-17,2020-05-11,2020-09-08,76
"11355","MATH","1060","Finite Mathematics","Fall 2020",2020-08-17,2020-05-11,2020-09-08,53
"11356","MATH","1108","Stretch College Algebra-I","Fall 2020",2020-08-17,2020-05-11,2020-09-08,13
"11357","MATH","1109","Stretch College Algebra-II","Fall 2020",2020-08-17,2020-05-11,2020-09-08,7
"11358","MATH","1110","College Algebra","Fall 2020",2020-08-17,2020-05-11,2020-09-08,28
"11359","MATH","1120","College Trigonometry","Fall 2020",2020-08-17,2020-05-11,2020-09-08,28
"11360","MATH","1130","Precalculus Mathematics","Fall 2020",2020-08-17,2020-05-11,2020-09-08,24
"11361","MATH","1401","Calculus I","Fall 2020",2020-08-17,2020-05-11,2020-09-08,92
"11362","MATH","2411","Calculus II","Fall 2020",2020-08-17,2020-05-11,2020-09-08,80
"11363","MATH","2421","Calculus III","Fall 2020",2020-08-17,2020-05-11,2020-09-08,60
"11364","MATH","2830","Introductory Statistics","Fall 2020",2020-08-17,2020-05-11,2020-09-08,100
"11365","MATH","3000","Intro to Abstract Math","Fall 2020",2020-08-17,2020-05-11,2020-09-08,33
"11366","MATH","3041","Math Elementary Teachers II","Fall 2020",2020-08-17,2020-05-11,2020-09-08,0
"11367","MATH","3191","Applied Linear Algebra","Fall 2020",2020-08-17,2020-05-11,2020-09-08,37
"11368","MATH","3195","Linear Algebra Diff Equations","Fall 2020",2020-08-17,2020-05-11,2020-09-08,63
"11369","MATH","3200","Elementary Diff Equations","Fall 2020",2020-08-17,2020-05-11,2020-09-08,29
"11370","MATH","3301","Intro to Optmizatn Ops Rsrch","Fall 2020",2020-08-17,2020-05-11,2020-09-08,8
"11371","MATH","3382","Statistical Theory","Fall 2020",2020-08-17,2020-05-11,2020-09-08,32
"11372","MATH","3511","Mathematics of Chemistry","Fall 2020",2020-08-17,2020-05-11,2020-09-08,11
"11373","MATH","3800","Probablty-Statistcs Engineers","Fall 2020",2020-08-17,2020-05-11,2020-09-08,9
"11374","MATH","4140","Intro to Modern Algebra","Fall 2020",2020-08-17,2020-05-11,2020-09-08,11
"11375","MATH","4310","Intro to Real Analysis I","Fall 2020",2020-08-17,2020-05-11,2020-09-08,50
"11376","MATH","4387","Applied Regression Analysis","Fall 2020",2020-08-17,2020-05-11,2020-09-08,8
"11377","MATH","4409","Applied Combinatorics","Fall 2020",2020-08-17,2020-05-11,2020-09-08,20
"11378","MATH","4650","Numerical Analysis I","Fall 2020",2020-08-17,2020-05-11,2020-09-08,5
"11379","MATH","4779","Math Clinic","Fall 2020",2020-08-17,2020-05-11,2020-09-08,15
"11380","MATH","4792","Probabilistic Modeling","Fall 2020",2020-08-17,2020-05-11,2020-09-08,6
"11381","MATH","4810","Probability","Fall 2020",2020-08-17,2020-05-11,2020-09-08,30
"11382","MATH","4830","Applied Statistics","Fall 2020",2020-08-17,2020-05-11,2020-09-08,7
"11383","MATH","5027","Topics in Applied Mathematics","Fall 2020",2020-08-17,2020-05-11,2020-09-08,7
"11384","MATH","5310","Probability","Fall 2020",2020-08-17,2020-05-11,2020-09-08,4
"11385","MATH","5387","Applied Regression Analysis","Fall 2020",2020-08-17,2020-05-11,2020-09-08,1
"11386","MATH","5593","Linear Programming","Fall 2020",2020-08-17,2020-05-11,2020-09-08,7
"11387","MATH","5660","Numerical Analysis I","Fall 2020",2020-08-17,2020-05-11,2020-09-08,2
"11388","MATH","5718","Applied Linear Algebra","Fall 2020",2020-08-17,2020-05-11,2020-09-08,4
"11389","MATH","5779","Math Clinic","Fall 2020",2020-08-17,2020-05-11,2020-09-08,2
"11390","MATH","5792","Probabilistic Modeling","Fall 2020",2020-08-17,2020-05-11,2020-09-08,4
"11391","MATH","5830","Applied Statistics","Fall 2020",2020-08-17,2020-05-11,2020-09-08,2
"11392","MATH","6131","Real Analysis","Fall 2020",2020-08-17,2020-05-11,2020-09-08,5
"11393","MATH","6404","Applied Graph Theory","Fall 2020",2020-08-17,2020-05-11,2020-09-08,0
"11394","MATH","7393","Bayesian Statistics","Fall 2020",2020-08-17,2020-05-11,2020-09-08,10
"11395","MATH","7410","Combinatorial Structures","Fall 2020",2020-08-17,2020-05-11,2020-09-08,5
"11396","MATH","7825","Topics in Optimization","Fall 2020",2020-08-17,2020-05-11,2020-09-08,2
"11397","MATH","7826","Tpcs Probability & Stats","Fall 2020",2020-08-17,2020-05-11,2020-09-08,0
"11398","MATH","1010","Math for Liberal Arts","Fall 2020",2020-08-17,2020-05-12,2020-09-08,76
"11399","MATH","1060","Finite Mathematics","Fall 2020",2020-08-17,2020-05-12,2020-09-08,55
"11400","MATH","1108","Stretch College Algebra-I","Fall 2020",2020-08-17,2020-05-12,2020-09-08,14
"11401","MATH","1109","Stretch College Algebra-II","Fall 2020",2020-08-17,2020-05-12,2020-09-08,7
"11402","MATH","1110","College Algebra","Fall 2020",2020-08-17,2020-05-12,2020-09-08,28
"11403","MATH","1120","College Trigonometry","Fall 2020",2020-08-17,2020-05-12,2020-09-08,30
"11404","MATH","1130","Precalculus Mathematics","Fall 2020",2020-08-17,2020-05-12,2020-09-08,24
"11405","MATH","1401","Calculus I","Fall 2020",2020-08-17,2020-05-12,2020-09-08,97
"11406","MATH","2411","Calculus II","Fall 2020",2020-08-17,2020-05-12,2020-09-08,80
"11407","MATH","2421","Calculus III","Fall 2020",2020-08-17,2020-05-12,2020-09-08,61
"11408","MATH","2830","Introductory Statistics","Fall 2020",2020-08-17,2020-05-12,2020-09-08,99
"11409","MATH","3000","Intro to Abstract Math","Fall 2020",2020-08-17,2020-05-12,2020-09-08,33
"11410","MATH","3041","Math Elementary Teachers II","Fall 2020",2020-08-17,2020-05-12,2020-09-08,0
"11411","MATH","3191","Applied Linear Algebra","Fall 2020",2020-08-17,2020-05-12,2020-09-08,37
"11412","MATH","3195","Linear Algebra Diff Equations","Fall 2020",2020-08-17,2020-05-12,2020-09-08,64
"11413","MATH","3200","Elementary Diff Equations","Fall 2020",2020-08-17,2020-05-12,2020-09-08,29
"11414","MATH","3301","Intro to Optmizatn Ops Rsrch","Fall 2020",2020-08-17,2020-05-12,2020-09-08,8
"11415","MATH","3382","Statistical Theory","Fall 2020",2020-08-17,2020-05-12,2020-09-08,32
"11416","MATH","3511","Mathematics of Chemistry","Fall 2020",2020-08-17,2020-05-12,2020-09-08,11
"11417","MATH","3800","Probablty-Statistcs Engineers","Fall 2020",2020-08-17,2020-05-12,2020-09-08,9
"11418","MATH","4140","Intro to Modern Algebra","Fall 2020",2020-08-17,2020-05-12,2020-09-08,12
"11419","MATH","4310","Intro to Real Analysis I","Fall 2020",2020-08-17,2020-05-12,2020-09-08,51
"11420","MATH","4387","Applied Regression Analysis","Fall 2020",2020-08-17,2020-05-12,2020-09-08,8
"11421","MATH","4409","Applied Combinatorics","Fall 2020",2020-08-17,2020-05-12,2020-09-08,20
"11422","MATH","4650","Numerical Analysis I","Fall 2020",2020-08-17,2020-05-12,2020-09-08,5
"11423","MATH","4779","Math Clinic","Fall 2020",2020-08-17,2020-05-12,2020-09-08,15
"11424","MATH","4792","Probabilistic Modeling","Fall 2020",2020-08-17,2020-05-12,2020-09-08,6
"11425","MATH","4810","Probability","Fall 2020",2020-08-17,2020-05-12,2020-09-08,30
"11426","MATH","4830","Applied Statistics","Fall 2020",2020-08-17,2020-05-12,2020-09-08,7
"11427","MATH","5027","Topics in Applied Mathematics","Fall 2020",2020-08-17,2020-05-12,2020-09-08,7
"11428","MATH","5310","Probability","Fall 2020",2020-08-17,2020-05-12,2020-09-08,4
"11429","MATH","5387","Applied Regression Analysis","Fall 2020",2020-08-17,2020-05-12,2020-09-08,1
"11430","MATH","5593","Linear Programming","Fall 2020",2020-08-17,2020-05-12,2020-09-08,7
"11431","MATH","5660","Numerical Analysis I","Fall 2020",2020-08-17,2020-05-12,2020-09-08,2
"11432","MATH","5718","Applied Linear Algebra","Fall 2020",2020-08-17,2020-05-12,2020-09-08,4
"11433","MATH","5779","Math Clinic","Fall 2020",2020-08-17,2020-05-12,2020-09-08,2
"11434","MATH","5792","Probabilistic Modeling","Fall 2020",2020-08-17,2020-05-12,2020-09-08,6
"11435","MATH","5830","Applied Statistics","Fall 2020",2020-08-17,2020-05-12,2020-09-08,2
"11436","MATH","6131","Real Analysis","Fall 2020",2020-08-17,2020-05-12,2020-09-08,5
"11437","MATH","6404","Applied Graph Theory","Fall 2020",2020-08-17,2020-05-12,2020-09-08,0
"11438","MATH","7393","Bayesian Statistics","Fall 2020",2020-08-17,2020-05-12,2020-09-08,10
"11439","MATH","7410","Combinatorial Structures","Fall 2020",2020-08-17,2020-05-12,2020-09-08,5
"11440","MATH","7825","Topics in Optimization","Fall 2020",2020-08-17,2020-05-12,2020-09-08,2
"11441","MATH","7826","Tpcs Probability & Stats","Fall 2020",2020-08-17,2020-05-12,2020-09-08,0
"11442","MATH","1010","Math for Liberal Arts","Fall 2020",2020-08-17,2020-05-13,2020-09-08,78
"11443","MATH","1060","Finite Mathematics","Fall 2020",2020-08-17,2020-05-13,2020-09-08,55
"11444","MATH","1108","Stretch College Algebra-I","Fall 2020",2020-08-17,2020-05-13,2020-09-08,14
"11445","MATH","1109","Stretch College Algebra-II","Fall 2020",2020-08-17,2020-05-13,2020-09-08,7
"11446","MATH","1110","College Algebra","Fall 2020",2020-08-17,2020-05-13,2020-09-08,28
"11447","MATH","1120","College Trigonometry","Fall 2020",2020-08-17,2020-05-13,2020-09-08,31
"11448","MATH","1130","Precalculus Mathematics","Fall 2020",2020-08-17,2020-05-13,2020-09-08,24
"11449","MATH","1401","Calculus I","Fall 2020",2020-08-17,2020-05-13,2020-09-08,102
"11450","MATH","2411","Calculus II","Fall 2020",2020-08-17,2020-05-13,2020-09-08,80
"11451","MATH","2421","Calculus III","Fall 2020",2020-08-17,2020-05-13,2020-09-08,61
"11452","MATH","2830","Introductory Statistics","Fall 2020",2020-08-17,2020-05-13,2020-09-08,100
"11453","MATH","3000","Intro to Abstract Math","Fall 2020",2020-08-17,2020-05-13,2020-09-08,33
"11454","MATH","3041","Math Elementary Teachers II","Fall 2020",2020-08-17,2020-05-13,2020-09-08,0
"11455","MATH","3191","Applied Linear Algebra","Fall 2020",2020-08-17,2020-05-13,2020-09-08,38
"11456","MATH","3195","Linear Algebra Diff Equations","Fall 2020",2020-08-17,2020-05-13,2020-09-08,64
"11457","MATH","3200","Elementary Diff Equations","Fall 2020",2020-08-17,2020-05-13,2020-09-08,31
"11458","MATH","3301","Intro to Optmizatn Ops Rsrch","Fall 2020",2020-08-17,2020-05-13,2020-09-08,9
"11459","MATH","3382","Statistical Theory","Fall 2020",2020-08-17,2020-05-13,2020-09-08,35
"11460","MATH","3511","Mathematics of Chemistry","Fall 2020",2020-08-17,2020-05-13,2020-09-08,12
"11461","MATH","3800","Probablty-Statistcs Engineers","Fall 2020",2020-08-17,2020-05-13,2020-09-08,9
"11462","MATH","4140","Intro to Modern Algebra","Fall 2020",2020-08-17,2020-05-13,2020-09-08,12
"11463","MATH","4310","Intro to Real Analysis I","Fall 2020",2020-08-17,2020-05-13,2020-09-08,53
"11464","MATH","4387","Applied Regression Analysis","Fall 2020",2020-08-17,2020-05-13,2020-09-08,8
"11465","MATH","4409","Applied Combinatorics","Fall 2020",2020-08-17,2020-05-13,2020-09-08,20
"11466","MATH","4650","Numerical Analysis I","Fall 2020",2020-08-17,2020-05-13,2020-09-08,6
"11467","MATH","4779","Math Clinic","Fall 2020",2020-08-17,2020-05-13,2020-09-08,15
"11468","MATH","4792","Probabilistic Modeling","Fall 2020",2020-08-17,2020-05-13,2020-09-08,6
"11469","MATH","4810","Probability","Fall 2020",2020-08-17,2020-05-13,2020-09-08,30
"11470","MATH","4830","Applied Statistics","Fall 2020",2020-08-17,2020-05-13,2020-09-08,8
"11471","MATH","5027","Topics in Applied Mathematics","Fall 2020",2020-08-17,2020-05-13,2020-09-08,7
"11472","MATH","5310","Probability","Fall 2020",2020-08-17,2020-05-13,2020-09-08,4
"11473","MATH","5387","Applied Regression Analysis","Fall 2020",2020-08-17,2020-05-13,2020-09-08,2
"11474","MATH","5593","Linear Programming","Fall 2020",2020-08-17,2020-05-13,2020-09-08,7
"11475","MATH","5660","Numerical Analysis I","Fall 2020",2020-08-17,2020-05-13,2020-09-08,2
"11476","MATH","5718","Applied Linear Algebra","Fall 2020",2020-08-17,2020-05-13,2020-09-08,4
"11477","MATH","5779","Math Clinic","Fall 2020",2020-08-17,2020-05-13,2020-09-08,2
"11478","MATH","5792","Probabilistic Modeling","Fall 2020",2020-08-17,2020-05-13,2020-09-08,6
"11479","MATH","5830","Applied Statistics","Fall 2020",2020-08-17,2020-05-13,2020-09-08,2
"11480","MATH","6131","Real Analysis","Fall 2020",2020-08-17,2020-05-13,2020-09-08,5
"11481","MATH","6404","Applied Graph Theory","Fall 2020",2020-08-17,2020-05-13,2020-09-08,0
"11482","MATH","7393","Bayesian Statistics","Fall 2020",2020-08-17,2020-05-13,2020-09-08,10
"11483","MATH","7410","Combinatorial Structures","Fall 2020",2020-08-17,2020-05-13,2020-09-08,6
